"alpha","boot_id","node","mag_index","effect_std_scale","effect_ate_scale","status"
"0.01",838,"trust_science",16,0,0,"zero"
"0.01",838,"trust_science",17,0,0,"zero"
"0.01",838,"trust_science",18,0,0,"zero"
"0.01",838,"trust_science",19,0,0,"zero"
"0.01",838,"trust_science",20,0,0,"zero"
"0.01",838,"trust_science",21,0,0,"zero"
"0.01",838,"trust_science",22,0,0,"zero"
"0.01",838,"trust_science",23,0,0,"zero"
"0.01",838,"trust_science",24,0,0,"zero"
"0.01",838,"trust_science",25,0,0,"zero"
"0.01",838,"trust_science",26,0,0,"zero"
"0.01",838,"trust_science",27,0,0,"zero"
"0.01",838,"trust_science",28,0,0,"zero"
"0.01",838,"trust_science",29,0,0,"zero"
"0.01",838,"trust_science",30,0,0,"zero"
"0.01",838,"trust_science",31,0,0,"zero"
"0.01",838,"trust_science",32,0,0,"zero"
"0.01",838,"trust_science",33,0,0,"zero"
"0.01",838,"trust_science",34,0,0,"zero"
"0.01",838,"trust_science",35,0,0,"zero"
"0.01",838,"trust_science",36,0,0,"zero"
"0.01",838,"trust_science",37,0,0,"zero"
"0.01",838,"trust_science",38,0,0,"zero"
"0.01",838,"trust_science",39,0,0,"zero"
"0.01",838,"trust_science",40,0,0,"zero"
"0.01",838,"trust_science",41,0,0,"zero"
"0.01",838,"trust_science",42,0,0,"zero"
"0.01",838,"trust_science",43,0,0,"zero"
"0.01",838,"trust_science",44,0,0,"zero"
"0.01",838,"trust_science",45,0,0,"zero"
"0.01",838,"trust_science",46,0,0,"zero"
"0.01",838,"trust_science",47,0,0,"zero"
"0.01",838,"trust_science",48,0,0,"zero"
"0.01",838,"trust_science",49,0,0,"zero"
"0.01",838,"trust_science",50,0,0,"zero"
"0.01",838,"trust_science",51,0,0,"zero"
"0.01",838,"trust_science",52,0,0,"zero"
"0.01",838,"trust_science",53,0,0,"zero"
"0.01",838,"trust_science",54,0,0,"zero"
"0.01",838,"trust_science",55,0,0,"zero"
"0.01",838,"trust_science",56,0,0,"zero"
"0.01",838,"trust_science",57,0,0,"zero"
"0.01",838,"trust_science",58,0,0,"zero"
"0.01",838,"trust_science",59,0,0,"zero"
"0.01",838,"trust_science",60,0,0,"zero"
"0.01",838,"social_norms",1,0,0,"zero"
"0.01",838,"social_norms",2,0,0,"zero"
"0.01",838,"social_norms",3,0,0,"zero"
"0.01",838,"social_norms",4,0,0,"zero"
"0.01",838,"social_norms",5,0,0,"zero"
"0.01",838,"social_norms",6,0,0,"zero"
"0.01",838,"social_norms",7,0,0,"zero"
"0.01",838,"social_norms",8,0,0,"zero"
"0.01",838,"social_norms",9,0,0,"zero"
"0.01",838,"social_norms",10,0,0,"zero"
"0.01",838,"social_norms",11,0,0,"zero"
"0.01",838,"social_norms",12,0,0,"zero"
"0.01",838,"social_norms",13,0,0,"zero"
"0.01",838,"social_norms",14,0,0,"zero"
"0.01",838,"social_norms",15,0,0,"zero"
"0.01",838,"social_norms",16,0,0,"zero"
"0.01",838,"social_norms",17,0,0,"zero"
"0.01",838,"social_norms",18,0,0,"zero"
"0.01",838,"social_norms",19,0,0,"zero"
"0.01",838,"social_norms",20,0,0,"zero"
"0.01",838,"social_norms",21,0,0,"zero"
"0.01",838,"social_norms",22,0,0,"zero"
"0.01",838,"social_norms",23,0,0,"zero"
"0.01",838,"social_norms",24,0,0,"zero"
"0.01",838,"social_norms",25,0,0,"zero"
"0.01",838,"social_norms",26,0,0,"zero"
"0.01",838,"social_norms",27,0,0,"zero"
"0.01",838,"social_norms",28,0,0,"zero"
"0.01",838,"social_norms",29,0,0,"zero"
"0.01",838,"social_norms",30,0,0,"zero"
"0.01",838,"social_norms",31,0,0,"zero"
"0.01",838,"social_norms",32,0,0,"zero"
"0.01",838,"social_norms",33,0,0,"zero"
"0.01",838,"social_norms",34,0,0,"zero"
"0.01",838,"social_norms",35,0,0,"zero"
"0.01",838,"social_norms",36,0,0,"zero"
"0.01",838,"social_norms",37,0,0,"zero"
"0.01",838,"social_norms",38,0,0,"zero"
"0.01",838,"social_norms",39,0,0,"zero"
"0.01",838,"social_norms",40,0,0,"zero"
"0.01",838,"social_norms",41,0,0,"zero"
"0.01",838,"social_norms",42,0,0,"zero"
"0.01",838,"social_norms",43,0,0,"zero"
"0.01",838,"social_norms",44,0,0,"zero"
"0.01",838,"social_norms",45,0,0,"zero"
"0.01",838,"social_norms",46,0,0,"zero"
"0.01",838,"social_norms",47,0,0,"zero"
"0.01",838,"social_norms",48,0,0,"zero"
"0.01",838,"social_norms",49,0,0,"zero"
"0.01",838,"social_norms",50,0,0,"zero"
"0.01",838,"social_norms",51,0,0,"zero"
"0.01",838,"social_norms",52,0,0,"zero"
"0.01",838,"social_norms",53,0,0,"zero"
"0.01",838,"social_norms",54,0,0,"zero"
"0.01",838,"social_norms",55,0,0,"zero"
"0.01",838,"social_norms",56,0,0,"zero"
"0.01",838,"social_norms",57,0,0,"zero"
"0.01",838,"social_norms",58,0,0,"zero"
"0.01",838,"social_norms",59,0,0,"zero"
"0.01",838,"social_norms",60,0,0,"zero"
"0.01",838,"politics",1,0,0,"zero"
"0.01",838,"politics",2,0,0,"zero"
"0.01",838,"politics",3,0,0,"zero"
"0.01",838,"politics",4,0,0,"zero"
"0.01",838,"politics",5,0,0,"zero"
"0.01",838,"politics",6,0,0,"zero"
"0.01",838,"politics",7,0,0,"zero"
"0.01",838,"politics",8,0,0,"zero"
"0.01",838,"politics",9,0,0,"zero"
"0.01",838,"politics",10,0,0,"zero"
"0.01",838,"politics",11,0,0,"zero"
"0.01",838,"politics",12,0,0,"zero"
"0.01",838,"politics",13,0,0,"zero"
"0.01",838,"politics",14,0,0,"zero"
"0.01",838,"politics",15,0,0,"zero"
"0.01",838,"politics",16,0,0,"zero"
"0.01",838,"politics",17,0,0,"zero"
"0.01",838,"politics",18,0,0,"zero"
"0.01",838,"politics",19,0,0,"zero"
"0.01",838,"politics",20,0,0,"zero"
"0.01",838,"politics",21,0,0,"zero"
"0.01",838,"politics",22,0,0,"zero"
"0.01",838,"politics",23,0,0,"zero"
"0.01",838,"politics",24,0,0,"zero"
"0.01",838,"politics",25,0,0,"zero"
"0.01",838,"politics",26,0,0,"zero"
"0.01",838,"politics",27,0,0,"zero"
"0.01",838,"politics",28,0,0,"zero"
"0.01",838,"politics",29,0,0,"zero"
"0.01",838,"politics",30,0,0,"zero"
"0.01",838,"politics",31,0,0,"zero"
"0.01",838,"politics",32,0,0,"zero"
"0.01",838,"politics",33,0,0,"zero"
"0.01",838,"politics",34,0,0,"zero"
"0.01",838,"politics",35,0,0,"zero"
"0.01",838,"politics",36,0,0,"zero"
"0.01",838,"politics",37,0,0,"zero"
"0.01",838,"politics",38,0,0,"zero"
"0.01",838,"politics",39,0,0,"zero"
"0.01",838,"politics",40,0,0,"zero"
"0.01",838,"politics",41,0,0,"zero"
"0.01",838,"politics",42,0,0,"zero"
"0.01",838,"politics",43,0,0,"zero"
"0.01",838,"politics",44,0,0,"zero"
"0.01",838,"politics",45,0,0,"zero"
"0.01",838,"politics",46,0,0,"zero"
"0.01",838,"politics",47,0,0,"zero"
"0.01",838,"politics",48,0,0,"zero"
"0.01",838,"politics",49,0,0,"zero"
"0.01",838,"politics",50,0,0,"zero"
"0.01",838,"politics",51,0,0,"zero"
"0.01",838,"politics",52,0,0,"zero"
"0.01",838,"politics",53,0,0,"zero"
"0.01",838,"politics",54,0,0,"zero"
"0.01",838,"politics",55,0,0,"zero"
"0.01",838,"politics",56,0,0,"zero"
"0.01",838,"politics",57,0,0,"zero"
"0.01",838,"politics",58,0,0,"zero"
"0.01",838,"politics",59,0,0,"zero"
"0.01",838,"politics",60,0,0,"zero"
"0.01",838,"weather_risk_prep",1,0,0,"zero"
"0.01",838,"weather_risk_prep",2,0,0,"zero"
"0.01",838,"weather_risk_prep",3,0,0,"zero"
"0.01",838,"weather_risk_prep",4,0,0,"zero"
"0.01",838,"weather_risk_prep",5,0,0,"zero"
"0.01",838,"weather_risk_prep",6,0,0,"zero"
"0.01",838,"weather_risk_prep",7,0,0,"zero"
"0.01",838,"weather_risk_prep",8,0,0,"zero"
"0.01",838,"weather_risk_prep",9,0,0,"zero"
"0.01",838,"weather_risk_prep",10,0,0,"zero"
"0.01",838,"weather_risk_prep",11,0,0,"zero"
"0.01",838,"weather_risk_prep",12,0,0,"zero"
"0.01",838,"weather_risk_prep",13,0,0,"zero"
"0.01",838,"weather_risk_prep",14,0,0,"zero"
"0.01",838,"weather_risk_prep",15,0,0,"zero"
"0.01",838,"weather_risk_prep",16,0,0,"zero"
"0.01",838,"weather_risk_prep",17,0,0,"zero"
"0.01",838,"weather_risk_prep",18,0,0,"zero"
"0.01",838,"weather_risk_prep",19,0,0,"zero"
"0.01",838,"weather_risk_prep",20,0,0,"zero"
"0.01",838,"weather_risk_prep",21,0,0,"zero"
"0.01",838,"weather_risk_prep",22,0,0,"zero"
"0.01",838,"weather_risk_prep",23,0,0,"zero"
"0.01",838,"weather_risk_prep",24,0,0,"zero"
"0.01",838,"weather_risk_prep",25,0,0,"zero"
"0.01",838,"weather_risk_prep",26,0,0,"zero"
"0.01",838,"weather_risk_prep",27,0,0,"zero"
"0.01",838,"weather_risk_prep",28,0,0,"zero"
"0.01",838,"weather_risk_prep",29,0,0,"zero"
"0.01",838,"weather_risk_prep",30,0,0,"zero"
"0.01",838,"weather_risk_prep",31,0,0,"zero"
"0.01",838,"weather_risk_prep",32,0,0,"zero"
"0.01",838,"weather_risk_prep",33,0,0,"zero"
"0.01",838,"weather_risk_prep",34,0,0,"zero"
"0.01",838,"weather_risk_prep",35,0,0,"zero"
"0.01",838,"weather_risk_prep",36,0,0,"zero"
"0.01",838,"weather_risk_prep",37,0,0,"zero"
"0.01",838,"weather_risk_prep",38,0,0,"zero"
"0.01",838,"weather_risk_prep",39,0,0,"zero"
"0.01",838,"weather_risk_prep",40,0,0,"zero"
"0.01",838,"weather_risk_prep",41,0,0,"zero"
"0.01",838,"weather_risk_prep",42,0,0,"zero"
"0.01",838,"weather_risk_prep",43,0,0,"zero"
"0.01",838,"weather_risk_prep",44,0,0,"zero"
"0.01",838,"weather_risk_prep",45,0,0,"zero"
"0.01",838,"weather_risk_prep",46,0,0,"zero"
"0.01",838,"weather_risk_prep",47,0,0,"zero"
"0.01",838,"weather_risk_prep",48,0,0,"zero"
"0.01",838,"weather_risk_prep",49,0,0,"zero"
"0.01",838,"weather_risk_prep",50,0,0,"zero"
"0.01",838,"weather_risk_prep",51,0,0,"zero"
"0.01",838,"weather_risk_prep",52,0,0,"zero"
"0.01",838,"weather_risk_prep",53,0,0,"zero"
"0.01",838,"weather_risk_prep",54,0,0,"zero"
"0.01",838,"weather_risk_prep",55,0,0,"zero"
"0.01",838,"weather_risk_prep",56,0,0,"zero"
"0.01",838,"weather_risk_prep",57,0,0,"zero"
"0.01",838,"weather_risk_prep",58,0,0,"zero"
"0.01",838,"weather_risk_prep",59,0,0,"zero"
"0.01",838,"weather_risk_prep",60,0,0,"zero"
"0.01",839,"belief_concern",1,0.536765387480632,0.268382693740316,"identified_positive"
"0.01",839,"harm_present",1,0,0,"zero"
"0.01",839,"harm_future",1,0,0,"zero"
"0.01",839,"policy_support",1,0,0,"zero"
"0.01",839,"trust_science",1,0,0,"zero"
"0.01",839,"social_norms",1,0,0,"zero"
"0.01",839,"politics",1,0,0,"zero"
"0.01",839,"weather_risk_prep",1,0,0,"zero"
"0.01",840,"belief_concern",1,0,0,"zero"
"0.01",840,"belief_concern",2,0,0,"zero"
"0.01",840,"belief_concern",3,0,0,"zero"
"0.01",840,"belief_concern",4,0,0,"zero"
"0.01",840,"belief_concern",5,0,0,"zero"
"0.01",840,"belief_concern",6,0,0,"zero"
"0.01",840,"belief_concern",7,0,0,"zero"
"0.01",840,"belief_concern",8,0,0,"zero"
"0.01",840,"harm_present",1,0.505451439496645,0.252725719748322,"identified_positive"
"0.01",840,"harm_present",2,0.505451439496645,0.252725719748322,"identified_positive"
"0.01",840,"harm_present",3,0.505451439496645,0.252725719748322,"identified_positive"
"0.01",840,"harm_present",4,0.505451439496645,0.252725719748322,"identified_positive"
"0.01",840,"harm_present",5,0.505451439496645,0.252725719748322,"identified_positive"
"0.01",840,"harm_present",6,0.505451439496645,0.252725719748322,"identified_positive"
"0.01",840,"harm_present",7,0.505451439496645,0.252725719748322,"identified_positive"
"0.01",840,"harm_present",8,0.505451439496645,0.252725719748322,"identified_positive"
"0.01",840,"harm_future",1,0,0,"zero"
"0.01",840,"harm_future",2,0,0,"zero"
"0.01",840,"harm_future",3,0,0,"zero"
"0.01",840,"harm_future",4,0,0,"zero"
"0.01",840,"harm_future",5,0,0,"zero"
"0.01",840,"harm_future",6,0,0,"zero"
"0.01",840,"harm_future",7,0,0,"zero"
"0.01",840,"harm_future",8,0,0,"zero"
"0.01",840,"policy_support",1,0,0,"zero"
"0.01",840,"policy_support",2,0,0,"zero"
"0.01",840,"policy_support",3,0,0,"zero"
"0.01",840,"policy_support",4,0,0,"zero"
"0.01",840,"policy_support",5,0,0,"zero"
"0.01",840,"policy_support",6,0,0,"zero"
"0.01",840,"policy_support",7,0,0,"zero"
"0.01",840,"policy_support",8,0,0,"zero"
"0.01",840,"trust_science",1,0,0,"zero"
"0.01",840,"trust_science",2,0,0,"zero"
"0.01",840,"trust_science",3,0,0,"zero"
"0.01",840,"trust_science",4,0,0,"zero"
"0.01",840,"trust_science",5,0,0,"zero"
"0.01",840,"trust_science",6,0,0,"zero"
"0.01",840,"trust_science",7,0,0,"zero"
"0.01",840,"trust_science",8,0,0,"zero"
"0.01",840,"social_norms",1,0,0,"zero"
"0.01",840,"social_norms",2,0,0,"zero"
"0.01",840,"social_norms",3,0,0,"zero"
"0.01",840,"social_norms",4,0,0,"zero"
"0.01",840,"social_norms",5,0,0,"zero"
"0.01",840,"social_norms",6,0,0,"zero"
"0.01",840,"social_norms",7,0,0,"zero"
"0.01",840,"social_norms",8,0,0,"zero"
"0.01",840,"politics",1,0,0,"zero"
"0.01",840,"politics",2,0,0,"zero"
"0.01",840,"politics",3,0,0,"zero"
"0.01",840,"politics",4,0,0,"zero"
"0.01",840,"politics",5,0,0,"zero"
"0.01",840,"politics",6,0,0,"zero"
"0.01",840,"politics",7,0,0,"zero"
"0.01",840,"politics",8,0,0,"zero"
"0.01",840,"weather_risk_prep",1,0,0,"zero"
"0.01",840,"weather_risk_prep",2,0,0,"zero"
"0.01",840,"weather_risk_prep",3,0,0,"zero"
"0.01",840,"weather_risk_prep",4,0,0,"zero"
"0.01",840,"weather_risk_prep",5,0,0,"zero"
"0.01",840,"weather_risk_prep",6,0,0,"zero"
"0.01",840,"weather_risk_prep",7,0,0,"zero"
"0.01",840,"weather_risk_prep",8,0,0,"zero"
"0.01",841,"belief_concern",1,0.316762191460051,0.158381095730025,"identified_positive"
"0.01",841,"harm_present",1,0.346832799586547,0.173416399793273,"identified_positive"
"0.01",841,"harm_future",1,0.162980804125896,0.0814904020629481,"identified_positive"
"0.01",841,"policy_support",1,0,0,"zero"
"0.01",841,"trust_science",1,NA,NA,"unidentified"
"0.01",841,"social_norms",1,0,0,"zero"
"0.01",841,"politics",1,0,0,"zero"
"0.01",841,"weather_risk_prep",1,0,0,"zero"
"0.01",842,"belief_concern",1,0,0,"zero"
"0.01",842,"belief_concern",2,0,0,"zero"
"0.01",842,"belief_concern",3,0,0,"zero"
"0.01",842,"belief_concern",4,0,0,"zero"
"0.01",842,"belief_concern",5,0,0,"zero"
"0.01",842,"belief_concern",6,0,0,"zero"
"0.01",842,"belief_concern",7,0,0,"zero"
"0.01",842,"belief_concern",8,0,0,"zero"
"0.01",842,"belief_concern",9,0,0,"zero"
"0.01",842,"belief_concern",10,0,0,"zero"
"0.01",842,"belief_concern",11,0,0,"zero"
"0.01",842,"belief_concern",12,0,0,"zero"
"0.01",842,"belief_concern",13,0,0,"zero"
"0.01",842,"belief_concern",14,0,0,"zero"
"0.01",842,"belief_concern",15,0,0,"zero"
"0.01",842,"belief_concern",16,0,0,"zero"
"0.01",842,"belief_concern",17,0,0,"zero"
"0.01",842,"belief_concern",18,0,0,"zero"
"0.01",842,"belief_concern",19,0,0,"zero"
"0.01",842,"belief_concern",20,0,0,"zero"
"0.01",842,"belief_concern",21,0,0,"zero"
"0.01",842,"belief_concern",22,0,0,"zero"
"0.01",842,"belief_concern",23,0,0,"zero"
"0.01",842,"belief_concern",24,0,0,"zero"
"0.01",842,"belief_concern",25,0,0,"zero"
"0.01",842,"belief_concern",26,0,0,"zero"
"0.01",842,"belief_concern",27,0,0,"zero"
"0.01",842,"belief_concern",28,0,0,"zero"
"0.01",842,"belief_concern",29,0,0,"zero"
"0.01",842,"belief_concern",30,0,0,"zero"
"0.01",842,"belief_concern",31,0,0,"zero"
"0.01",842,"belief_concern",32,0,0,"zero"
"0.01",842,"belief_concern",33,0,0,"zero"
"0.01",842,"belief_concern",34,0,0,"zero"
"0.01",842,"belief_concern",35,0,0,"zero"
"0.01",842,"belief_concern",36,0,0,"zero"
"0.01",842,"belief_concern",37,0,0,"zero"
"0.01",842,"belief_concern",38,0,0,"zero"
"0.01",842,"belief_concern",39,0,0,"zero"
"0.01",842,"belief_concern",40,0,0,"zero"
"0.01",842,"belief_concern",41,0,0,"zero"
"0.01",842,"belief_concern",42,0,0,"zero"
"0.01",842,"belief_concern",43,0,0,"zero"
"0.01",842,"belief_concern",44,0,0,"zero"
"0.01",842,"belief_concern",45,0,0,"zero"
"0.01",842,"belief_concern",46,0,0,"zero"
"0.01",842,"belief_concern",47,0,0,"zero"
"0.01",842,"belief_concern",48,0,0,"zero"
"0.01",842,"harm_present",1,0,0,"zero"
"0.01",842,"harm_present",2,0,0,"zero"
"0.01",842,"harm_present",3,0,0,"zero"
"0.01",842,"harm_present",4,0,0,"zero"
"0.01",842,"harm_present",5,0,0,"zero"
"0.01",842,"harm_present",6,0,0,"zero"
"0.01",842,"harm_present",7,0,0,"zero"
"0.01",842,"harm_present",8,0,0,"zero"
"0.01",842,"harm_present",9,0,0,"zero"
"0.01",842,"harm_present",10,0,0,"zero"
"0.01",842,"harm_present",11,0,0,"zero"
"0.01",842,"harm_present",12,0,0,"zero"
"0.01",842,"harm_present",13,0,0,"zero"
"0.01",842,"harm_present",14,0,0,"zero"
"0.01",842,"harm_present",15,0,0,"zero"
"0.01",842,"harm_present",16,0,0,"zero"
"0.01",842,"harm_present",17,0,0,"zero"
"0.01",842,"harm_present",18,0,0,"zero"
"0.01",842,"harm_present",19,0,0,"zero"
"0.01",842,"harm_present",20,0,0,"zero"
"0.01",842,"harm_present",21,0,0,"zero"
"0.01",842,"harm_present",22,0,0,"zero"
"0.01",842,"harm_present",23,0,0,"zero"
"0.01",842,"harm_present",24,0,0,"zero"
"0.01",842,"harm_present",25,0,0,"zero"
"0.01",842,"harm_present",26,0,0,"zero"
"0.01",842,"harm_present",27,0,0,"zero"
"0.01",842,"harm_present",28,0,0,"zero"
"0.01",842,"harm_present",29,0,0,"zero"
"0.01",842,"harm_present",30,0,0,"zero"
"0.01",842,"harm_present",31,0,0,"zero"
"0.01",842,"harm_present",32,0,0,"zero"
"0.01",842,"harm_present",33,0,0,"zero"
"0.01",842,"harm_present",34,0,0,"zero"
"0.01",842,"harm_present",35,0,0,"zero"
"0.01",842,"harm_present",36,0,0,"zero"
"0.01",842,"harm_present",37,0,0,"zero"
"0.01",842,"harm_present",38,0,0,"zero"
"0.01",842,"harm_present",39,0,0,"zero"
"0.01",842,"harm_present",40,0,0,"zero"
"0.01",842,"harm_present",41,0,0,"zero"
"0.01",842,"harm_present",42,0,0,"zero"
"0.01",842,"harm_present",43,0,0,"zero"
"0.01",842,"harm_present",44,0,0,"zero"
"0.01",842,"harm_present",45,0,0,"zero"
"0.01",842,"harm_present",46,0,0,"zero"
"0.01",842,"harm_present",47,0,0,"zero"
"0.01",842,"harm_present",48,0,0,"zero"
"0.01",842,"harm_future",1,0,0,"zero"
"0.01",842,"harm_future",2,0,0,"zero"
"0.01",842,"harm_future",3,0,0,"zero"
"0.01",842,"harm_future",4,0,0,"zero"
"0.01",842,"harm_future",5,0,0,"zero"
"0.01",842,"harm_future",6,0,0,"zero"
"0.01",842,"harm_future",7,0,0,"zero"
"0.01",842,"harm_future",8,0,0,"zero"
"0.01",842,"harm_future",9,0,0,"zero"
"0.01",842,"harm_future",10,0,0,"zero"
"0.01",842,"harm_future",11,0,0,"zero"
"0.01",842,"harm_future",12,0,0,"zero"
"0.01",842,"harm_future",13,0,0,"zero"
"0.01",842,"harm_future",14,0,0,"zero"
"0.01",842,"harm_future",15,0,0,"zero"
"0.01",842,"harm_future",16,0,0,"zero"
"0.01",842,"harm_future",17,0,0,"zero"
"0.01",842,"harm_future",18,0,0,"zero"
"0.01",842,"harm_future",19,0,0,"zero"
"0.01",842,"harm_future",20,0,0,"zero"
"0.01",842,"harm_future",21,0,0,"zero"
"0.01",842,"harm_future",22,0,0,"zero"
"0.01",842,"harm_future",23,0,0,"zero"
"0.01",842,"harm_future",24,0,0,"zero"
"0.01",842,"harm_future",25,0,0,"zero"
"0.01",842,"harm_future",26,0,0,"zero"
"0.01",842,"harm_future",27,0,0,"zero"
"0.01",842,"harm_future",28,0,0,"zero"
"0.01",842,"harm_future",29,0,0,"zero"
"0.01",842,"harm_future",30,0,0,"zero"
"0.01",842,"harm_future",31,0,0,"zero"
"0.01",842,"harm_future",32,0,0,"zero"
"0.01",842,"harm_future",33,0,0,"zero"
"0.01",842,"harm_future",34,0,0,"zero"
"0.01",842,"harm_future",35,0,0,"zero"
"0.01",842,"harm_future",36,0,0,"zero"
"0.01",842,"harm_future",37,0,0,"zero"
"0.01",842,"harm_future",38,0,0,"zero"
"0.01",842,"harm_future",39,0,0,"zero"
"0.01",842,"harm_future",40,0,0,"zero"
"0.01",842,"harm_future",41,0,0,"zero"
"0.01",842,"harm_future",42,0,0,"zero"
"0.01",842,"harm_future",43,0,0,"zero"
"0.01",842,"harm_future",44,0,0,"zero"
"0.01",842,"harm_future",45,0,0,"zero"
"0.01",842,"harm_future",46,0,0,"zero"
"0.01",842,"harm_future",47,0,0,"zero"
"0.01",842,"harm_future",48,0,0,"zero"
"0.01",842,"policy_support",1,0,0,"zero"
"0.01",842,"policy_support",2,0,0,"zero"
"0.01",842,"policy_support",3,0,0,"zero"
"0.01",842,"policy_support",4,0,0,"zero"
"0.01",842,"policy_support",5,0,0,"zero"
"0.01",842,"policy_support",6,0,0,"zero"
"0.01",842,"policy_support",7,0,0,"zero"
"0.01",842,"policy_support",8,0,0,"zero"
"0.01",842,"policy_support",9,0,0,"zero"
"0.01",842,"policy_support",10,0,0,"zero"
"0.01",842,"policy_support",11,0,0,"zero"
"0.01",842,"policy_support",12,0,0,"zero"
"0.01",842,"policy_support",13,0,0,"zero"
"0.01",842,"policy_support",14,0,0,"zero"
"0.01",842,"policy_support",15,0,0,"zero"
"0.01",842,"policy_support",16,0,0,"zero"
"0.01",842,"policy_support",17,0,0,"zero"
"0.01",842,"policy_support",18,0,0,"zero"
"0.01",842,"policy_support",19,0,0,"zero"
"0.01",842,"policy_support",20,0,0,"zero"
"0.01",842,"policy_support",21,0,0,"zero"
"0.01",842,"policy_support",22,0,0,"zero"
"0.01",842,"policy_support",23,0,0,"zero"
"0.01",842,"policy_support",24,0,0,"zero"
"0.01",842,"policy_support",25,0,0,"zero"
"0.01",842,"policy_support",26,0,0,"zero"
"0.01",842,"policy_support",27,0,0,"zero"
"0.01",842,"policy_support",28,0,0,"zero"
"0.01",842,"policy_support",29,0,0,"zero"
"0.01",842,"policy_support",30,0,0,"zero"
"0.01",842,"policy_support",31,0,0,"zero"
"0.01",842,"policy_support",32,0,0,"zero"
"0.01",842,"policy_support",33,0,0,"zero"
"0.01",842,"policy_support",34,0,0,"zero"
"0.01",842,"policy_support",35,0,0,"zero"
"0.01",842,"policy_support",36,0,0,"zero"
"0.01",842,"policy_support",37,0,0,"zero"
"0.01",842,"policy_support",38,0,0,"zero"
"0.01",842,"policy_support",39,0,0,"zero"
"0.01",842,"policy_support",40,0,0,"zero"
"0.01",842,"policy_support",41,0,0,"zero"
"0.01",842,"policy_support",42,0,0,"zero"
"0.01",842,"policy_support",43,0,0,"zero"
"0.01",842,"policy_support",44,0,0,"zero"
"0.01",842,"policy_support",45,0,0,"zero"
"0.01",842,"policy_support",46,0,0,"zero"
"0.01",842,"policy_support",47,0,0,"zero"
"0.01",842,"policy_support",48,0,0,"zero"
"0.01",842,"trust_science",1,0,0,"zero"
"0.01",842,"trust_science",2,0,0,"zero"
"0.01",842,"trust_science",3,0,0,"zero"
"0.01",842,"trust_science",4,0,0,"zero"
"0.01",842,"trust_science",5,0,0,"zero"
"0.01",842,"trust_science",6,0,0,"zero"
"0.01",842,"trust_science",7,0,0,"zero"
"0.01",842,"trust_science",8,0,0,"zero"
"0.01",842,"trust_science",9,0,0,"zero"
"0.01",842,"trust_science",10,0,0,"zero"
"0.01",842,"trust_science",11,0,0,"zero"
"0.01",842,"trust_science",12,0,0,"zero"
"0.01",842,"trust_science",13,0,0,"zero"
"0.01",842,"trust_science",14,0,0,"zero"
"0.01",842,"trust_science",15,0,0,"zero"
"0.01",842,"trust_science",16,0,0,"zero"
"0.01",842,"trust_science",17,0,0,"zero"
"0.01",842,"trust_science",18,0,0,"zero"
"0.01",842,"trust_science",19,0,0,"zero"
"0.01",842,"trust_science",20,0,0,"zero"
"0.01",842,"trust_science",21,0,0,"zero"
"0.01",842,"trust_science",22,0,0,"zero"
"0.01",842,"trust_science",23,0,0,"zero"
"0.01",842,"trust_science",24,0,0,"zero"
"0.01",842,"trust_science",25,0,0,"zero"
"0.01",842,"trust_science",26,0,0,"zero"
"0.01",842,"trust_science",27,0,0,"zero"
"0.01",842,"trust_science",28,0,0,"zero"
"0.01",842,"trust_science",29,0,0,"zero"
"0.01",842,"trust_science",30,0,0,"zero"
"0.01",842,"trust_science",31,0,0,"zero"
"0.01",842,"trust_science",32,0,0,"zero"
"0.01",842,"trust_science",33,0,0,"zero"
"0.01",842,"trust_science",34,0,0,"zero"
"0.01",842,"trust_science",35,0,0,"zero"
"0.01",842,"trust_science",36,0,0,"zero"
"0.01",842,"trust_science",37,0,0,"zero"
"0.01",842,"trust_science",38,0,0,"zero"
"0.01",842,"trust_science",39,0,0,"zero"
"0.01",842,"trust_science",40,0,0,"zero"
"0.01",842,"trust_science",41,0,0,"zero"
"0.01",842,"trust_science",42,0,0,"zero"
"0.01",842,"trust_science",43,0,0,"zero"
"0.01",842,"trust_science",44,0,0,"zero"
"0.01",842,"trust_science",45,0,0,"zero"
"0.01",842,"trust_science",46,0,0,"zero"
"0.01",842,"trust_science",47,0,0,"zero"
"0.01",842,"trust_science",48,0,0,"zero"
"0.01",842,"social_norms",1,0,0,"zero"
"0.01",842,"social_norms",2,0,0,"zero"
"0.01",842,"social_norms",3,0,0,"zero"
"0.01",842,"social_norms",4,0,0,"zero"
"0.01",842,"social_norms",5,0,0,"zero"
"0.01",842,"social_norms",6,0,0,"zero"
"0.01",842,"social_norms",7,0,0,"zero"
"0.01",842,"social_norms",8,0,0,"zero"
"0.01",842,"social_norms",9,0,0,"zero"
"0.01",842,"social_norms",10,0,0,"zero"
"0.01",842,"social_norms",11,0,0,"zero"
"0.01",842,"social_norms",12,0,0,"zero"
"0.01",842,"social_norms",13,0,0,"zero"
"0.01",842,"social_norms",14,0,0,"zero"
"0.01",842,"social_norms",15,0,0,"zero"
"0.01",842,"social_norms",16,0,0,"zero"
"0.01",842,"social_norms",17,0,0,"zero"
"0.01",842,"social_norms",18,0,0,"zero"
"0.01",842,"social_norms",19,0,0,"zero"
"0.01",842,"social_norms",20,0,0,"zero"
